local:zero-cofactor-pruning	Remove a block with zero collected companion cofactors
thm:degree-mixture-shallow-generator	Mixing degrees 0..t and summing O(t*log(1/epsilon)) random products gives epsilon coefficient bias in the Boolean quotient with depth-three, polynomial-size formulas
thm:depth-four-ENS-query-obstruction	Depth-four query formulas of size O(n^2 log^3 n) defeat the sufficient ENS probability rate at the stated degree and height, including the refined generic source budgets
ex:degree-mixture-exhaustive-checks	Three F2/F3 fixtures verify all 9001 nonzero coefficient tests, with fixed-degree and non-Boolean raw-power controls
thm:functional-PHP-stable-filtration	Binary functional-PHP designs extend from every k to B when N>=2B-1; hence C_B=I_B and C_B intersect P_<=k equals I_k
lem:affine-common-vanishing-learning	A one-level affine ENS refutation learns every degree-k polynomial vanishing on all block-zero spaces from the old base through max(1,k-1)*D+k
thm:affine-family-dimension-exclusion	A common-kernel dimension exceeding the functional-PHP consequence dimension excludes augmented PC refutations whenever N>=2*(max(1,k-1)*D+k)-1
cor:high-rank-affine-family-coverage	Polynomially many affine blocks of rank at least rho*N*(N+1) admit no polylog-degree one-level refutation on a polynomial residual; covers the earlier resistant family
ex:affine-vanishing-parameter-checks	Twelve exact integer parameter cases include six satisfying both sufficient inequalities, with separate dimension and board-size failure controls
thm:multiscale-affine-rank-family	A polynomial-size dyadic inventory leaves n pairwise-disjoint affine spaces of rank N/2<r<=N modulo rows on every matching residual N>=4*ceil(log2(n+1))
obs:residual-size-rank-criteria-gap	Every usable residual of the multiscale inventory retains a class failing both the older rank/core ceiling and the new dimension inequality at every feasible k
ex:multiscale-rank-parameter-audit	Exact n=64,128 union bounds certify existence ranges and all 130 usable boards and 328 feasible degree cases exhibit the criterion gap
prop:independent-affine-common-kernel	Jointly independent affine input groups have a common Boolean vanishing basis of monomials meeting every group; first nonzero degree equals the number of groups
thm:uniform-joint-residual-affine-family	A polynomial-size inventory retains r=floor(N/2)+1 blocks of rank r with all r^2 inputs jointly independent modulo rows on every matching residual N>=4*ceil(log2(n+1))
obs:common-vanishing-method-degree-gap	The selected residual class has no nonzero common Boolean/row class through floor(N/2), and none at any k fitting the current learning ledger
ex:common-kernel-exact-certificates	Four Boolean fixtures verify 30 degree kernels and 822 basis vectors; exact joint-stack union bounds and 130 board budgets also pass
lem:full-base-relative-learning	Shared degree-c NS membership in F plus each affine input tuple learns a target of actual degree s<=c from F through max(1,c-1)*D+s
prop:quadratic-PHP-relative-interface	A nonzero shared relative class, outside I_c(Ffun), excludes the augmented endpoint when its learning ceiling fits N>=2B-1
ex:quadratic-relative-kernel-comparison	At N=11 with six jointly independent rank-six input groups, the random fixture's degree-two relative kernel is zero, while a clause-span control has dimension thirteen
prop:first-mixed-band-pair-duality	At D=3h+u with 1<=u<=h, the diagonal mixed construction needs only singletons and pairs; pair feasibility has an exact kernel-annihilation condition
thm:pair-separated-NS-PC-transfer	Pairwise separation of the specified within-block product spaces extends every old PC-D-annihilating functional and transfers old NS consequences through the same D
cor:source-cofactor-pair-support	A supplied NS certificate yields the displayed pair-kernel coefficient relations; separation only on its surviving complete-diagonal-support edges suffices for old-target PC transfer
ex:pair-separated-ENS-applications	All 15 and 21 input-square pairs are separated in the N=11,13 fixtures, giving augmented NS degree exclusions at h=1,D=4 and h=2,D=7
lem:faithful-affine-pair-kernel	If the old base adds no relation to the sum of two Boolean input-square spaces, the first-boundary polynomial-array kernel is zero for distinct spans and one-dimensional for equal spans
lem:equal-span-singleton-coordinate	Supported singleton components can share one feasible scalar on every equal-input-span class without increasing their degree domains
thm:faithful-pair-NS-PC-transfer	Faithful pair spaces at D=3h+1 extend every old PC-annihilating functional and transfer old augmented NS consequences to old PC at degree D
cor:affine-source-cofactor-transfer	In 3h<D<=4h, faithful pairs suffice for a supplied old-target NS certificate when its extracted pair arrays Boolean-reduce to affine polynomials
ex:translated-affine-ENS-family	A certified N=11, h=1 family of 66 translated/nested/basis-changed blocks has 2145 overlapping pairs and zero affordable common relative class, yet has no NS degree-four refutation
ex:faithful-pair-coherence-controls	Eight exact pair kernels distinguish representation redundancy and old column relations; matched scalar choices give degree-four joint designs while mismatched choices violate pair duality
prop:quadratic-input-rectangle-test	Every old functional-PHP quadratic relation on affine inputs has an alternating Hessian satisfying explicit coefficient rectangle equations; zero rectangle kernel certifies injection of the unital quadratic input space
thm:quadratic-relation-localized-directions	The image of every relation Hessian lies in the span of input combinations supported modulo rows and constants on one row and two columns; dimension at most one implies quadratic faithfulness
thm:one-affine-antecedent-faithfulness	A conclusion space retaining full rank after every two-row/four-column deletion remains quadratically faithful after adjoining any independent affine antecedent
ex:quadratic-source-coefficient-checks	All 21780 strong deletions retain conclusion rank five; 1440 basic deletions and seven rectangle kernels distinguish dense, cell-extension, row, column, and matching controls
lem:affine-row-input-replacement	Changing affine ENS inputs by constant combinations of row equations preserves supplied NS/PC degree through telescoping certificates at original joint degree 2h+1
thm:common-star-affine-NS-exclusion	A common matching restriction removing all localized input terms and leaving a faithful affine core excludes the entire one-level NS family at D=3h+1 when n-q>=2D-1
ex:mixed-column-affine-family	A 192-block family mixing translated dense inputs with column pairs has nonfaithful original spaces and no useful Boolean common-vanishing class, yet has no NS degree-four refutation after a covering restriction
prop:source-MP-mixed-antecedent	Exact diagonal extraction of MP-A prefixes leaves a^h*g_k^h at the antecedent coordinate of the local companion correction, cancelled by b*U_0*a
obs:source-MP-first-band-ledger	Affine MP-A has local degree 4h, but multiplying a supplied degree-d_a NS antecedent costs d_a+4h-1 before global collection; an earlier affine companion term can reach 6h and three-block support
ex:source-MP-mixed-coefficient-checks	Five ordinary-polynomial fixtures verify 300 diagonal equations, ten antecedent-omission controls, and explicit premise/triple-support degree ledgers
prop:binary-theorem-affine-boundary-cleanup	Assumption-free binary level-zero theorem approximations are zero; semantically constant original level-one OR formulas have unit-span or all-zero inputs and admit scalar cleanup
audit:recent-MP-retained-source-scope	The nonzero independent affine antecedent application is vacuous for original level-one MP theorem boundaries in the selected direct simulation
note:retained-affine-subspace-source-objects	Nonconstant proper level-one ORs represent affine-subspace indicators; comparisons and higher-level value uses remain after theorem-boundary cleanup
cor:binary-source-domain-and-copy-cleanup	Binary source Booleanity modules can use domains only; the affine quotient/packing passes preserve NS degree, and canonical equal-flat comparisons have zero targets
prop:proper-OR-union-complete-support	The actual proper OR-union comparison has a collected cofactor -P_2*U_i^0 with nonzero two-foreign-block extraction f_i^(h-1)*f_k^h and a degree-6h companion term
thm:proper-OR-union-NS-degree-six	At h=1, two affine input tuples with jointly independent linear parts and at least three inputs each have OR-union comparison target of minimum NS degree six over Boolean domains and the three complete ENS blocks
ex:proper-OR-source-interface-certificates	Rank-3/5 child examples above the packing threshold verify 68 support equations and six domain-only Booleanity certificates; the degree-five span has rank 1450 in 12616 coordinates and separates the union target
thm:proper-comparison-theorem-grid	A bounded-depth parity theorem has, after the specified rank/span cleanup, a source-compatible degree-6h NS certificate on m^2+2m distinct proper affine blocks of ranks above 2h
prop:proper-comparison-collected-grid-support	Collecting the grid certificate leaves each child cofactor as a sum of distinct union-prefix terms; selecting one union/other-child pair isolates a nonzero coefficient
thm:proper-comparison-grid-separator	The specified child-weighted comparison graph has minimum balanced separator ceil(2m/3), and meeting every comparison triple needs m blocks
prop:proper-comparison-fixed-target-necessity	Omitting any whole block from the displayed grid system admits a Boolean model with T_m=1, so every block is needed to derive that fixed target at any degree
ex:proper-comparison-family-certificates	Three complete factored certificates verify 1225 isolated coefficients; 71 block-deletion models check 21840 retained companions; equal-span and low-rank controls erase the active comparison graph
thm:genuine-selector-weighted-embedding	Substitution of fresh leveled ENS products preserves every ordinary weighted degree exactly over any field
lem:binary-affine-selector-source-profile	Binary source values and inputs are affine in genuine selectors, with old degree at most two after the standard PHP boundary/clause map
thm:binary-selector-modular-NS-source	A coherent balanced binary source proof admits selector-valued outer coefficients and local OR/Booleanity witnesses through (max(M_fr+2,12)+H_pi)*L
cor:binary-weighted-old-target-interface	The standard PHP map gives a formal identity for one with quadratic selector relations, old degree at most four, and carried NS witness costs
ex:weighted-selector-and-gate-checks	Four field/accuracy cases verify 28 degree equalities and quotient/sharing controls; two nested binary gates have complete NS witnesses of degrees 7 and 18
cor:old-only-source-local-modules	A purely old binary source-local target H of degree at most four lies in functional-PHP I_deg(H) when L>=4 and N>=12L-1
thm:matching-tree-weighted-module-refutation	A one-level literal family with Theta(n*n!) blocks has a degree-(4h+2) PHP refutation through selector-linear OR modules and constant external gate coefficients
obs:local-module-consistency-not-global	Harmless purely old local targets and selector-linear relations do not by themselves extend an old PHP design to the full weighted module system
ex:matching-tree-module-certificates	Twenty-six exact local NS witnesses instantiate eight full PHP module identities and two satisfiable frontier controls, including 17208-block factored cases
cor:functional-row-quotient-filtration	The affine row-coordinate base retains functional-PHP NS filtration stability and PC/NS equality when N>=2B-1
lem:canonical-affine-flat-source-modules	Compatible row projection, equal-span sharing, and low-rank packing give one-level source relations v_(A+B)-v_A*v_B with uniform NS cost 6h
thm:flat-source-singleton-design-reduction	For D=6h+u with 0<=u<2h, extending an old design to the costed canonical source modules is equivalent to the displayed singleton low-rank join equations
cor:four-h-rank-source-module-designs	If every retained affine rank is at most 4h, all old designs extend at the same D in the stated source-module band, without a family-count charge
obs:source-module-design-nonextension	The constructed degree-6/7 moment designs can violate a weight-six polynomial whose allowed module witness first appears at degree eight
ex:complete-affine-flat-module-moments	An 81-flat registry with 48 retained selectors verifies 94198 legal module multiples at D=6,7 and both scope controls
audit:affine-clause-PHP-source-import	The audited unary tree-like and bit-PHP depth lower bounds do not yet apply to the weighted singleton/source identities
obs:row-quotient-proper-point-gap	A rank-r system in row-free coordinates lifts to rank n+1+r and has no hole-proper Boolean point, so the unary extensibility hypothesis is unavailable
lem:unary-to-bit-algebraic-transfer	For n=2^ell, indicator substitution maps weak/functional unary PHP plus any leveled ENS family to the standard bit base with NS/PC degree at most ell*d
obs:standard-bit-NS-filtration-failure	Summing the degree-2ell collision axioms gives the degree-ell equality indicator in I_2ell but outside I_ell
prop:unary-affine-query-bit-image	Unary affine queries become sums of arbitrary within-pigeon bit functions, a space of dimension 1+m(n-1), exceeding the affine bit-query space
ex:unary-bit-image-and-filtration-checks	Four bit lengths verify 185 full domain-image certificates, 30 collision images, eight ENS images, four filtration separations, and the stated interpretation controls
lem:two-functional-row-state-interpolation	A degree-d polynomial on two one-hot rows equals its bilinear state interpolation modulo their local functional axioms through max(d,2)
thm:compact-bit-PHP-PC-degree	For n=2^ell with ell>=2, the compact equality-indicator bit base has PC degree at least n/2+1 via a same-degree affine decoder into functional unary PHP
thm:transported-bit-consequence-filtration	J_k, defined by decoder membership in unary functional I_k, has stable restrictions and extending annihilators when n>=2B-1, and contains compact-bit C_B
thm:ordinary-PHP-compact-bit-source-bridge	A hypothetical small ordinary-PHP binary Frege proof yields a polylog-degree compact-bit NS endpoint with polynomial ENS inventory at h>=ceil(ell/2)
ex:compact-bit-decoder-and-source-certificates	Thirty-eight complete NS image certificates verify the decoder, bit domains, and compact source packing; a two-row weak model shows the need for functionality
thm:transported-bit-quadratic-rigidity	For n=2^ell with ell>=3, J_2 consists exactly of bit Booleanity consequences
prop:four-label-bit-quadratic-kernel	At ell=2, J_2 modulo bit Booleanity is exactly the independent span of compact pair-equality indicators
cor:universal-bit-affine-first-boundary	For n>=8, n>=6h+1, and D=3h+1, every normalized Ann(J_D) functional extends to an ordinary NS design for any one-level affine-bit ENS family of accuracy h
ex:complete-bit-quadratic-quotients	Full degree-two quotient maps have ranks 46/56, 379/379, and 2347/2347 at n=4,8,16; removing columns makes the four-label map injective
lem:disjoint-coordinate-cube-packing	Nonempty coordinate subspaces in F2^ell admit disjoint translates when their dimensions sum to less than ell
thm:transported-bit-low-degree-rigidity	For n=2^ell and ell>=2, J_d consists exactly of bit Booleanity consequences for every d<ell
cor:compact-bit-first-relation-degree	The first non-Boolean J relation has degree ell; compact-base NS or PC through B<=n/2 has no non-Boolean consequences of degree below ell
ex:complete-coordinate-cube-checks	All 33615 ordered axis families of total dimension below ell for ell=2..6 admit the checked coefficient duals; 124 complementary boundary coset pairs all intersect
thm:bit-affine-coherent-band-extension	Every Ann(J_D) functional extends over any one-level affine-bit family at D=3h+u, 1<=u<=h, h+u+1<ell, n>=2D-1
cor:coherent-bit-band-source-parameters	At minimum compact-clause accuracy, the new range reaches 4h-2 for even ell and 4h-3 for odd ell when nonempty; ell=8,h=4,D=14 improves the first boundary
ex:coherent-affine-moment-checks	Three overlapping rank-five affine blocks at h=2,D=8 satisfy all 117105 original-degree companion tests with perturbed higher moments
lem:critical-coordinate-cube-packing	Coordinate subspaces whose dimensions sum to ell admit disjoint cosets except for two complementary axis sets
lem:two-row-diagonal-degree-rigidity	A Boolean function on two ell-bit rows, supported on equality and of degree at most ell, is a scalar equality indicator
thm:compact-bit-first-layer-classification	J_ell equals I_ell(Q_n): bit Booleanity plus the independent span of pair equalities; bounded base NS/PC adds no further consequences through ell
prop:critical-singleton-collision-residual	At h+u+1=ell, the common-functional coupling kernel is exactly a sum of equality indicators times first-success selector combinations
ex:first-bit-layer-coefficient-checks	Critical cube enumeration classifies all 11290 families for ell=2..5; full two-row quotient kernels are one-dimensional through ell=6
lem:equality-leading-linear-annihilators	For ell>=3, a nonzero sum of equality leading terms has a linear annihilator only if it consists of one pair term
lem:equality-leading-multiplication-rank	A nonzero exterior multiplier of degree ell-1 can map a linear space into the equality-leading span only when its dimension is at most ell
prop:critical-affine-kernel-rank-exclusion	At h+u+1=ell, every singleton consistency kernel on an affine input span excluding one and of rank above ell is Boolean
thm:critical-bit-affine-family-extension	Under source packing h>=ceil(ell/2), the unconditional one-level affine-bit NS extension range includes h+u+1=ell
ex:bit-equality-exterior-kernels	All 189 four-row equality graphs at ell=3..5 have the predicted full linear kernels; three tight-rank and one excluded-width controls also pass
cor:compact-bit-pruned-assignment-tree	The collision-pruned one-level bit tree refutes Q_n through max(4h+1,2h+ell) using exactly 2(n-1) sum_k (n)_k blocks
audit:compact-bit-inventory-dependence	At minimum packing accuracy, a factorial family refutes by 4h+1 while all one-level affine families need at least 4h for even ell or 4h-1 for odd ell
ex:compact-bit-pruned-tree-certificates	Complete four-hole trees have 390 blocks and no open leaves with five pigeons, or 246 blocks and 24 permutation leaves with four pigeons
lem:compact-bit-subcube-restriction	Fixing outside pigeons bijectively to outside labels and live high bits to zero maps Q_n to Q_N through every original axiom degree
thm:compact-bit-literal-inventory-restriction	M beta^(2h+1)<1 supplies simultaneous affine removal of every one-level signed-bit family after the compact subcube restriction
obs:dense-affine-subcube-survival	A rank-(2h+1) dense affine code space can remain proper and full-rank under the same random restriction with overwhelming probability
ex:compact-bit-restriction-and-code	One complete 1024-to-32-hole restriction kills 64 rank-13 literal blocks while a dense rank-13 block survives; all 8192 codeword weights and exact probability bounds are saved
lem:row-linear-bit-quotient-injection	The degree-k span of monomials with at most one bit per pigeon row intersects J_k trivially when 4(k-1)<n
lem:mixed-packing-common-vanishing-learning	Pack ranks at most h(k+1) and learn a degree-k predicate vanishing only on the other affine zero spaces with one degree-k substitution
thm:bit-affine-all-ranks-dimension-criterion	Sum of high-flat restriction dimensions below the row-linear bit dimension excludes a degree-D one-level affine refutation when n>=2k(D+1)-1
thm:polynomial-affine-bit-family-exclusion	For M polynomial in n and logarithmic h>=2ell, every one-level affine-bit ENS family has no polylog-degree NS or PC refutation over Q_n
lem:Boolean-old-cofactor-pullback	A weighted Boolean-quotient NS pullback to compact width s costs at most deg(f)+s+T(D-ell) when all other weighted images vanish
ex:bit-hybrid-affine-checks	166 complete mixed image certificates, 1035 line-direction multisets, and four exact large-board dimension cases verify the new hybrid ingredients
lem:compact-source-bottom-selector-profile	After compact boundary cleanup, later inputs read original bottom coefficients only through genuine products, with old part of degree at most ell
lem:weighted-bottom-selector-deletion	Setting high bottom selectors to zero after hybrid specialization has an f-weighted old-Boolean certificate through k times original weighted degree
thm:conditioned-bottom-level-removal	A multilevel compact source refutation of degree D transfers through kD to Q_n plus 1-f and the explicit later family, with the original bottom level removed
thm:conditioned-compact-bit-filtration	J_B^f={g:fg in J_(B+deg f)} is stable and contains conditioned-base PC consequences in the stated range; Q_n plus 1-f retains degree at least n/2-deg f+1
obs:second-level-affine-flat-indicator-inputs	Remaining second-level inputs are sums of low affine-flat indicators with degree at most h(k+1); polynomial rank no longer gives affine zero-space dimension
ex:second-level-hybrid-image-checks	59 complete NS certificates verify weighted and conditioned later images, while six independent quadratic inputs have degree-two restriction rank 23 instead of the affine prediction two
lem:bounded-row-degree-bit-quotient-injection	Squarefree polynomials of total degree K and row degree at most a intersect J_K trivially when 4^a(K-1)<n
lem:conditioned-row-linear-kernel	On L_t, the conditioned kernel is Boolean annihilation by row-linear f of degree d when 16(d+t-1)<n
thm:conditioned-row-linear-quotient-dimension	Avoiding the d rows of a leading monomial of f retains sum_j binom(n+1-d,j)*ell^j independent conditioned targets in the stated range
ex:bounded-row-degree-injection-control	On n=8, three pair equalities sum to a nonzero relation of degree three and row degree two
ex:conditioned-bit-quotient-checks	2175 weights give 69361 independent multiplication columns; 160 cube duals work at degree eight and bit width seven
prop:retained-label-parent-source	Packed label bottom blocks give unary affine truth-table queries at the next source level
lem:label-decoder-interpolation-certificate	A packed label indicator decodes to its unary variable through degree ell using local functional row axioms
thm:label-parent-unary-normalization	A two-level compact label-parent refutation normalizes to its unary affine family without increasing original NS or PC degree
obs:retained-label-multiscale-family	Constant-normalized earlier multiscale unary inventories give nonconstant label-parent source objects with unchanged residual linear ranks
prop:conditioned-label-rank-collapse	Conditioning on one bit halves a one-row label span from n to n/2 in the transported quotient for ell<=B<=n/2-1
lem:functional-row-state-degree-completeness	A polynomial vanishing on the product of one-hot row states has an NS certificate through its own degree from local functional row axioms
prop:row-state-first-success-profiles	A common support of s pigeon rows for a complete evaluated input tuple supplies first-success coefficient profiles of degree at most s
thm:row-supported-multilevel-normalization	Old coefficient profiles of degree at most T remove a dependency-closed ENS package at NS or PC cost TD, with no level or inventory factor
cor:row-profile-compact-and-conditioned-scope	The affine compact decoder permits the same profile transfer, retaining a previously conditioned incoming degree kD and charging TkD
obs:row-profile-support-scope-control	Single-row individual inputs can have first-success profiles of degree equal to the whole prefix length
ex:row-profile-multilevel-checks	Thirty complete NS identities over F2 and F3 verify direct degree-three maps for a nonlinear three-level fixture
prop:compact-source-affine-old-part	Compact equality terms in the chosen binary source old parts can be deleted with certificates within the original input and companion budgets
lem:row-local-dependency-package	Propagating pigeon support through actual selector dependencies makes the blocks supported on at most one row a closed package
lem:canonical-row-local-selector-values	A removed row-local product equals its affine unary state value modulo functional row axioms through its original product weight
thm:row-local-canonical-source-transfer	The compact binary NS source admits degree-preserving row-local removal and a retained affine-unary-plus-selector presentation
obs:row-local-preprocessing-order-scope	The row-local-first unary presentation and compact-first conditioned endpoint do not automatically share their respective input classes and degree guarantees
ex:row-local-source-compression-checks	Thirty complete certificates verify four local selector replacements, a retained affine-unary parent, and a raw-cofactor budget nine
thm:source-outer-linear-factor-normal-form	Binary source outer cofactors are sums of polynomially many products of at most H_pi+O(1) affine formal-coordinate forms
lem:linear-factor-subset-matrix-program	A product of t affine forms has a width-2^t subset-state ROABP in every variable order
cor:source-formal-roabp-certificate	The costed binary formal module certificate has polynomial-width ROABPs in every order, with size exponent independent of accuracy
lem:weighted-cofactor-Booleanization	Boolean reduction preserves matrix width and supplies domain corrections within the weighted source budget
obs:two-level-selector-realization-rank	A source-shaped two-level selector realizes a product with cut rank 2^(h^2), although its formal coordinate has width one
audit:roabp-PHP-field-scope	The subset-sum step in HLT2026v1 Proposition 21 is satisfiable in characteristic p<=n+1
ex:source-cofactor-matrix-checks	Eighteen full matrix programs, five selector controls, thirty-six companion images, and twelve field-scope tables verify the constructions
lem:affine-flat-evaluation-cut-rank	A full-rank binary affine-flat indicator has evaluation and multilinear coefficient cut rank 2^(r_S+r_T-r)
lem:balanced-code-half-coordinate-rank	Binary codes with every nonzero word of weight at least 3v/8 retain rank r-1 on every half; v=64(r+1) suffices by a union bound
obs:all-order-source-selector-realization	A retained source-shaped two-level selector has genuine realization width at least 2^(h^2-2) in every variable order
prop:all-order-hard-selector-degree-normalization	The same every-order-hard selector package has a scalar coefficient map giving degree-preserving NS and PC elimination
ex:all-order-selector-code-checks	561 full cut matrices, three complete codeword-weight witnesses, and 38 NS templates check the construction
obs:retained-or-code-family	A proper source comparison with 2h+1 affine signals and h nonlinear code-child values survives row-local preprocessing with NS witness ceiling 4h^2+4h
obs:retained-or-collected-cofactor-width	The supplied complete proper-OR witness has a collected cofactor, and hence a joint placeholder certificate, of width at least 2^(h^2-2) in every order
prop:retained-or-after-child-normalization	Removing the inexpensive lower-plus-child package preserves the hard collected coefficient and the original source NS ceiling
audit:retained-or-witness-scope	The formal source matrix bound does not survive expansion by the supplied OR witnesses, collection, and the specified child normalization
def:costed-ns-value-profile	Costed value data retain input-weighted prefixes, certified prefix residuals, companions, and Booleanity over one retained system
lem:costed-profile-product-closure	Value profiles multiply at the sum of their costs, and residual-corrected OR modules have NS witnesses through the sum of three costs
thm:costed-virtual-or-source-transfer	An acyclic union fold whose child costs fit its original weight preserves the supplied binary modular source degree by reconstructing module witnesses
cor:code-union-folding-application	The retained mixed code union folds at h^2+2h within its original 2h^2+h source weight, removing its coefficient block and designated hard comparison
ex:virtual-or-folding-checks	Eleven full NS certificates rebuild a nonzero affected comparison through 20 within original 30, with necessary prefix-error and degree-six field-image controls
prop:compact-virtual-zero-clause-source	Virtual zero clause names have prefix residual E_ii' at cost ell, preserving a compact bit source with affine-in-selector inputs
lem:affine-backbone-exact-tail-profile	A fresh old-affine subgroup and an exact product on dependent inputs give cost s(A)+sum mu with at most one affine block per original block
thm:sparse-selector-source-collapse	If each retained source block has at most h-1 selector-dependent input positions, its costed NS certificate reduces through D to one-level affine-bit ENS without inventory growth
cor:sparse-selector-compiled-source-exclusion	At logarithmic h>=2ell, polynomial inventory, and polylogarithmic D, a valid binary modular source refutation must have a block with at least h dependent positions
obs:source-fold-coverage-controls	A three-level sparse-input ledger collapses to one affine level, while standard affine-rank costs yield no new proper high-rank affine union folds
cor:costed-profile-unbalanced-PC-compiler	Costed NS profiles give A*<=2L and U*<=L, so the existing PC value compiler handles an unbalanced proof DAG through max(M_fr,10)*L
cor:unbalanced-sparse-compact-source-exclusion	The sparse-selector compact proof exclusion applies before balancing by constructing one affine level and compiling directly in PC
obs:label-substitution-selector-count-failure	Literal label substitution turns an old-affine m-literal disjunction into a source OR with m selector-dependent positions
obs:label-packing-keeps-nonlinear-old-inputs	Packed label selectors become degree-ell old inputs; Boolean-domain-only exact profiles for m independent rows need degree at least m*ell
audit:sparsity-source-audit-and-endpoint-choice	The cited balancing passage supplies no sparsity guarantee, but the available PC endpoint removes that dependency for this argument
def:affine-clause-PC-system	Fixed one-level affine-clause ENS registry, complete companion/Boolean system, empty value one, and prefix/value/companion upper bounds
lem:affine-clause-resolution-PC-degree	Complementary-parity resolution preserves max(K,4h+1) in the complete affine-clause system
lem:semantic-weakening-PC-degree	Semantic weakening preserves max(K,4h); tautological conclusions cost2h+1
lem:binary-semantic-affine-cover	An affine space covered by two proper affine subspaces splits into complementary hyperplanes, reducing binary semantic inference to two weakenings and resolution
lem:binary-affine-zero-cover	A nontrivial binary semantic cover has a separating parity already in the first clause; the two zero sets are its opposite fibers and translates of each other
lem:affine-clause-basis-compression	A binary affine clause admits an equivalent subclause of at most dim(V)+1 literals; N clauses have a compressed coefficient-slot bound N(dim(V)+1)²
thm:bit-PHP-affine-clause-PC-transfer	Actual compact-pair or usual-CNF affine DAG refutations yield one complete affine ENS family and ordinary PC degree max(2h+ℓ,4h+1)
thm:working-Res-parity-bit-PHP-size-lower-bound	Bit PHP with n+1 pigeons and n=2^ell holes has no polynomial-size DAG-like Res(parity) refutation under either audited rule convention
ex:affine-clause-PC-trace-checks	Twelve fully replayed PC traces contain 3172 primitive lines and satisfy the stated resolution, weakening, initial, and semantic-rule degree ceilings
audit:matching-moment-completeness	Matching marginals plus Boolean/exclusion normal form describe every truncated ordinary-NS annihilator constraint
audit:matching-extension-arbitrary-row-count	Prescribed lower moments extend across every row set, yielding old PC=NS and stable filtration
lem:cube-residual-dual-separation	Disjoint two-point bit lines and a residual design separate every nonzero row-linear bit polynomial from actual unary and compact-bit PC through B
audit:ordinary-restriction-affine-family	Finite-parameter affine-family exclusion and polynomial-inventory/polylogarithmic-degree consequence
audit:Res-parity-lower-bound-chain	The concrete bit-PHP Res(parity) size consequence follows again from the audited moment and ordinary-restriction chain
ex:cube-dual-complete-marginal-checks	Exact sparse moment witnesses check all potentially nonzero old marginals for (n,k,B)=(8,2,4) and (32,6,8)
thm:all-field-matching-filtration	Oriented row-set fillings extend prescribed matching moments for m>=B, N>=2B-1 over every field, giving old PC=NS and stable filtration
lem:all-prime-compact-bit-decoder	The prime-field collision encoding has degree (p-1)ell and original-degree affine decoder certificates over functional PHP
lem:signed-cube-row-linear-separation	Signed bit edges and residual designs separate nonzero row-linear bit polynomials from old PC through B over every prime
thm:all-prime-affine-family-exclusion	At h=3(p-1)ell, polynomial-inventory one-level affine-bit ENS admits no polylog-degree PC refutation over the correct compact base
thm:power-affine-complete-system-transfer	Entire one-level systems with inputs L_i^(p-1) transfer to affine inputs at degree 2D by r_ui -> R_ui L_i
prop:negative-MOD-affine-core-profile	Actual negative MOD children have affine-core NS profiles of cost 2h+p-1 within original hp for odd p and h>=2
obs:positive-MOD-rank-control	Rank-m affine forms can give positive-MOD3 OR inputs with 2^m+1 common zeroes on a 2^(m+1)-point Boolean cube
lem:positive-MOD-common-bit-transfer	The common-bit positive-MOD3 family has profiles of cost 2h+1 and a complete degree-preserving coefficient-renaming transfer
ex:odd-prime-affine-complete-checks	Signed F3 moment systems and 72 full NS certificates verify odd-prime maps, MOD profiles, and complete raw-source image bounds
def:prime-affine-disequality-calculus	Clauses are disjunctions of affine disequalities, with full-field weakening, p-way affine splitting, and explicit Boolean-domain clauses
obs:full-field-equation-clause-encoding-cost	The disjunction of w independent zero equations requires exactly (p-1)^w affine-disequality CNF clauses for full-field equivalence in those coordinates
lem:prime-affine-cover-rule	A cover of an affine space by at most p proper affine subspaces must be its p parallel hyperplane fibers
lem:prime-disequality-clause-PC-rules	A p-way affine split preserves PC ceiling max(K,4h+p-1), and full-field weakening costs max(K,4h)
lem:prime-disequality-initial-PC-values	Excluded Boolean residues cost 2h+2; compact PHP initial values cost 2h+(p-1)ell, with a full-field usual-CNF weakening bridge
thm:prime-disequality-bit-PHP-size-bound	The defined DAG-like affine-disequality calculus has no polynomial-size bit-PHP refutations for any fixed prime
ex:prime-disequality-PC-trace-checks	Thirty-one exact F3/F5 traces verify p-way rules, Boolean-domain and compact initial values, semantic cover, and complete partition refutations
def:positive-MOD-shared-probe-setup	Positive MOD inputs with one shared old affine probe and per-input Boolean literals become literal or constant tuples at each probe residue
lem:shared-probe-complete-coefficient-map	Residue selectors map each source coefficient to the matching fresh affine block, with old-Boolean product differences through h(2p-1)
thm:shared-probe-original-degree-images	Every companion and field image fits p times its original degree, giving full NS/PC transfer D -> pD
cor:positive-MOD-shared-probe-exclusion	Polynomial-inventory one-level shared-probe positive-MOD families have no polylog-degree PC refutation at logarithmic accuracy
ex:shared-probe-complete-NS-checks	Fifty-seven complete F3/F5 NS certificates and 41 models check shared-probe images with overlapping literals and non-Boolean coefficients
def:source-dependent-selector-rank	The selector-coefficient matrix rank equals input-span codimension modulo old affine forms in the fixed binary source
lem:rank-adapted-original-source-prefixes	An affine core plus selected original nonlinear inputs yields complete original-input profiles when its cost fits the source weight
thm:dependent-rank-source-collapse	Rank at most h-1 at each retained block collapses the coherent compact binary source to one affine level without degree or inventory growth
